name,category,instructions,glass,alcohol,Ingrediants
Rebel Charge,Cocktail Classics,Shake with ice and strain into old-fashioned glass over ice cubes. Add orange slice.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 oz Bourbon', 'Ingrediant 2': ' 1/2 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Orange Juice', 'Ingrediant 4': ' 1 oz  Lemon Juice', 'Ingrediant 5': ' 1/2 oz  Egg White'}"
Rattlesnake Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Blended whiskey', 'Ingrediant 2': ' 1 oz  Egg White', 'Ingrediant 3': ' 1 oz  Lemon Juice', 'Ingrediant 4': ' 1/2 oz  Powdered Sugar', 'Ingrediant 5': ' 1/4 oz  Anis'}"
Ramos Fizz,Cocktail Classics,Shake with ice and strain into highball glass over two ice cubes. Fill with carbonated water and stir.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lemon', 'Ingrediant 2': ' 1 oz  Egg White', 'Ingrediant 3': ' 1 oz  Powdered Sugar', 'Ingrediant 4': ' 2 oz  Gin', 'Ingrediant 5': ' 1 oz  Light cream', 'Ingrediant 6': ' 1/2 oz  Triple Sec'}"
Sand-Martini Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Green Chartreuse', 'Ingrediant 2': ' 1 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1 1/2 oz  Gin', 'Ingrediant 4': ' 1 oz  Sake'}"
Sake Martini (Sakini),Cocktail Classics,"Stir with ice, strain into 3- or 4-oz. cocktail glass and serve with an olive.",Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Sake', 'Ingrediant 2': ' 3 oz  Gin'}"
Lemon Crush,Vodka,Rim chilled cocktail glass with lemon and sugar. Shake ingredients with ice and strain into glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': 'For glass Lemon wedge', 'Ingrediant 2': ' 1 1/2 oz superfine sugar', 'Ingrediant 3': ' 1/2 oz  Citrus-flavored vodka', 'Ingrediant 4': ' 1/2 oz  Crema di limoncello', 'Ingrediant 5': ' 1 oz  Triple Sec', 'Ingrediant 6': '  Fresh lemon juice'}"
Rye Whiskey Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Serve with a cherry.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Bitters', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 2 oz  Rye Whiskey'}"
Leaves Of Grass,Vodka,Stir with ice and strain into ice-filled old-fashioned glass. Add celery stick.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Aquavit', 'Ingrediant 2': ' 1/2 oz  Old Tom gin', 'Ingrediant 3': ' 1/2 oz  Demerara Syrup', 'Ingrediant 4': ' 2 oz  Orange Bitters', 'Ingrediant 5': ' 1 oz  Absinthe', 'Ingrediant 6': '  Celery stick'}"
Widow'S Dream,Cocktail Classics,Shake with ice and strain into cocktail glass. Float one teaspoon of sweet cream on top.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Benedictine', 'Ingrediant 2': ' 1 oz  Whole Egg'}"
Whiskey Flip,Cocktail Classics,Shake with ice and strain into sour glass. Sprinkle a little nutmeg on top.,Sour Glass,Alcoholic,"{'Ingrediant 1': '1 oz Whole Egg', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 oz  Blended whiskey', 'Ingrediant 4': ' 2 oz  Light Cream (if desired)'}"
L.A. Sunrise,Vodka,Shake first four ingredients with ice. Strain into ice-filled hurricane or parfait glass. Float rum on top. Garnish with lime and cherry.,Hurricane Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 1 oz  Creme de banana', 'Ingrediant 3': ' 2 oz  Fresh orange juice', 'Ingrediant 4': ' 2 oz  Pineapple Juice', 'Ingrediant 5': ' 1/4 oz  Dark rum', 'Ingrediant 6': '  Lime wheel', 'Ingrediant 7': ' maraschino cherry'}"
White Rose Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Gin', 'Ingrediant 2': ' 1 oz  Orange Juice', 'Ingrediant 3': ' 1 oz  Juice of a Lime', 'Ingrediant 4': ' 1/2 oz  Maraschino', 'Ingrediant 5': ' 1 oz  Egg White'}"
White Plush,Cocktail Classics,Shake with ice and strain into collins glass.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Blended whiskey', 'Ingrediant 2': ' 1 oz  Milk', 'Ingrediant 3': ' 1 oz  Powdered Sugar'}"
White Elephant,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Gin', 'Ingrediant 2': ' 1 oz  Sweet Vermouth', 'Ingrediant 3': ' 1 oz  Egg White'}"
Whiskey Toddy (Cold),Cocktail Classics,"Stir sugar and water in a mug. Add ice cubes and whiskey, and stir. Add a twist of lemon peel.",Mug,Alcoholic,"{'Ingrediant 1': '1/2 oz Powdered Sugar', 'Ingrediant 2': ' 2 oz  Water', 'Ingrediant 3': ' 2 oz  Blended whiskey'}"
Kretchma Cocktail,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 1 oz  White creme de cacao', 'Ingrediant 3': ' 1/4 oz  Fresh lemon juice', 'Ingrediant 4': ' 1/4 oz  Grenadine'}"
Whiskey Skin,Cocktail Classics,"Put lump of sugar into hot punch cup and fill two-thirds with boiling water. Add 2 oz. Blended Whiskey. Stir, then add a twist of lemon peel.",Punch Cup,Alcoholic,"{'Ingrediant 1': '1lump of sugar', 'Ingrediant 2': ' 2 oz boiling water', 'Ingrediant 3': '  blended whiskey', 'Ingrediant 4': ' lemon peel'}"
Whiskey Milk Punch,Cocktail Classics,"Shake with ice, strain into collins glass, and sprinkle nutmeg on top.",Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Powdered Sugar', 'Ingrediant 2': ' 2 oz  Blended whiskey', 'Ingrediant 3': ' 8 Milk'}"
Katana,Vodka,Muddle 3 cucumber slices in mixing glass. Add remaining ingredients. Shake with ice. Double-strain into chilled cocktail glass. Garnish with cucumber slice.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3 oz Cucumber slices', 'Ingrediant 2': ' 1 1/2 oz  Vodka', 'Ingrediant 3': ' 1/2 oz  Sake', 'Ingrediant 4': ' 3/4 oz  Fresh Lime Juice', 'Ingrediant 5': ' 3/4 oz  Simple Syrup', 'Ingrediant 6': ' 1 oz  Cucumber'}"
Ethel Duffy Cocktail,Brandy,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Apricot-Flavored Brandy', 'Ingrediant 2': ' 3/4 oz  White creme de menthe', 'Ingrediant 3': ' 3/4 oz  Triple Sec'}"
Wembley Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Dry Vermouth', 'Ingrediant 2': ' 1 1/2 oz  Gin', 'Ingrediant 3': ' 1/4 oz  Apricot-Flavored Brandy', 'Ingrediant 4': ' 1/2 oz  Apple Brandy'}"
Weep-No-More Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lime', 'Ingrediant 2': ' 3/4 oz  Dubonnet', 'Ingrediant 3': ' 3/4 oz  Brandy', 'Ingrediant 4': ' 1/4 oz  Maraschino'}"
Jungle Juice,Vodka,Shake with ice and pour with ice into ice-filled Collins glass. Garnish with orange and cherry.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 1 oz  Light Rum', 'Ingrediant 3': ' 1/2 oz  Triple Sec', 'Ingrediant 4': ' 1 oz  each Cranberry Juice', 'Ingrediant 5': ' 1 oz orange juice', 'Ingrediant 6': ' pineapple juice', 'Ingrediant 7': ' lemon juice', 'Ingrediant 8': '  Simple Syrup', 'Ingrediant 9': '  Orange wheel', 'Ingrediant 10': ' maraschino cherry'}"
Wedding Belle Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Orange Juice', 'Ingrediant 2': ' 1 1/2 oz  cherry-flavored brandy', 'Ingrediant 3': ' 3/4 oz  Gin', 'Ingrediant 4': ' 3/4 oz  Dubonnet'}"
Waterloo,Cocktail Classics,Pour rum and orange juice over ice in an old-fashioned glass. Stir. Float Mandarine Napoleon on top.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 oz Light Rum', 'Ingrediant 2': ' 3 oz  Orange Juice', 'Ingrediant 3': ' 1/2 oz  Mandarine Napoleon Liqueur'}"
Waterbury Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Powdered Sugar', 'Ingrediant 2': ' 1/4 oz  Juice of a Lemon', 'Ingrediant 3': ' 1 oz  Egg White', 'Ingrediant 4': ' 1 1/2 oz  Brandy', 'Ingrediant 5': ' 1/2 oz  Grenadine'}"
Washington Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dry Vermouth', 'Ingrediant 2': ' 3/4 oz  Brandy', 'Ingrediant 3': ' 2 oz  Bitters', 'Ingrediant 4': ' 1/2 oz  Sugar Syrup'}"
The Jamaican Ten Speed,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 3/4 oz  Melon liqueur', 'Ingrediant 3': ' 1/4 oz  Creme de banana', 'Ingrediant 4': ' 1/4 oz  Coconut-flavored rum', 'Ingrediant 5': ' 1/2 oz  half-and-half'}"
Twin Six Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Gin', 'Ingrediant 2': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1/4 oz  Grenadine', 'Ingrediant 4': ' 1 oz  Orange Juice', 'Ingrediant 5': ' 1 oz  Egg White'}"
Jackie-O,Vodka,Rim chilled large cocktail glass with lime wedge and pink sugar. Shake first six ingredients with ice and strain into glass. Top with Champagne. Garnish with orange and lime.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': 'For glass Lime wedge', 'Ingrediant 2': ' 1/2 oz pink sanding sugar', 'Ingrediant 3': ' 1/2 oz  each Citrus-flavored vodka and orange-flavored vodka', 'Ingrediant 4': ' 1 oz  Creme de Cassis', 'Ingrediant 5': ' 1/2 oz  Apricot nectar', 'Ingrediant 6': '  each Fresh lemon juice and cranberry juice', 'Ingrediant 7': '  Chilled Champagne', 'Ingrediant 8': '  Orange half-wheel', 'Ingrediant 9': ' lime wheel'}"
Tropical Heart,Cocktail Classics,Pour ingredients into Irish coffee cup and stir. Garnish with a cinnamon stick.,Irish Coffee Glass,Alcoholic,"{'Ingrediant 1': '1 oz Hot Shot Tropical Fruit Liqueur', 'Ingrediant 2': '  Hot Apple Cider'}"
Trois Rivieres,Cocktail Classics,Shake with ice and strain into old-fashioned glass over ice cubes. Add a twist of orange peel.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Canadian whisky', 'Ingrediant 2': ' 1 oz  Dubonnet', 'Ingrediant 3': ' 1 1/2 oz  Triple Sec'}"
Tovarich Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 3/4 oz  Kummel', 'Ingrediant 3': ' 1/2 oz  Juice of a Lime'}"
Italian Screwdriver,Vodka,Rim hurricane glass with lime wedge and sugar; fill with ice. Shake remaining ingredients with ice. Strain into glass. Garnish with lime.,Hurricane Glass,Alcoholic,"{'Ingrediant 1': 'For glass Lime wedge', 'Ingrediant 2': ' 1 1/2 oz superfine sugar', 'Ingrediant 3': ' 3 oz  Citrus-flavored vodka', 'Ingrediant 4': ' 2 oz  Orange juice', 'Ingrediant 5': ' 1 oz  Grapefruit Juice', 'Ingrediant 6': '  Ginger ale', 'Ingrediant 7': '  Lime wheel'}"
T.N.T. Cocktail No. 2,Cocktail Classics,Mix with ice in an old-fashioned glass.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 oz Tequila', 'Ingrediant 2': '  Tonic'}"
T.N.T. Cocktail No. 1,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Blended whiskey', 'Ingrediant 2': ' 1 1/2 oz  Anis'}"
Ibiza,Vodka,Shake with ice and strain into chilled cocktail glass. Add grapefruit twist.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Orange-flavored vodka', 'Ingrediant 2': ' 1/2 oz  Campari', 'Ingrediant 3': ' 1 oz  Grapefruit Juice', 'Ingrediant 4': ' 1 oz  Pomegranate molasses', 'Ingrediant 5': ' 1 oz  Peach schnapps', 'Ingrediant 6': ' 1 oz  Apple schnapps', 'Ingrediant 7': ' grapefruit twist'}"
Thunder,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Powdered Sugar', 'Ingrediant 2': ' 1 oz  Egg Yolk', 'Ingrediant 3': ' 1 1/2 oz  Brandy', 'Ingrediant 4': ' 1 oz  Cayenne Pepper'}"
Huntsman Cocktail,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1/2 oz  Jamaica Rum', 'Ingrediant 3': ' 1/2 oz  Fresh Lime Juice', 'Ingrediant 4': ' 1/2 oz  Simple Syrup'}"
Humpty Dumpty,Vodka,Shake without ice. Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 1 oz  Orange juice', 'Ingrediant 3': ' 1/2 oz  Galliano', 'Ingrediant 4': ' 1 oz  Whole Egg', 'Ingrediant 5': "" 3 oz  Peychaud's Bitters""}"
Tequila Cocktail,Cocktail Classics,Shake ingredients with crushed ice and strain into a cocktail glass. Garnish with a lemon slice.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Tequila', 'Ingrediant 2': ' 1/2 oz  Juice of a Lemon', 'Ingrediant 3': ' 4 oz  Grenadine', 'Ingrediant 4': ' 1 oz  Egg White'}"
Temptation Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass. Add twists of lemon and orange peel.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Blended whiskey', 'Ingrediant 2': ' 1/2 oz  Triple Sec', 'Ingrediant 3': ' 1/2 oz  Anis', 'Ingrediant 4': ' 1/2 oz  Dubonnet'}"
Tchoupitolas Street Guzzle,Cocktail Classics,Pour rum into highball glass over ice cubes. Add ginger beer.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 oz Light Rum', 'Ingrediant 2': '  Ginger beer'}"
Tahitian Tea,Cocktail Classics,"In a highball glass, mix 1/2 oz. each of Gin, Light Rum, Vodka, and Hot Shot Tropical Fruit Liqueur. Add 1 oz. each of 7-Up, cranberry juice, and orange juice. Stir.",Highball Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Gin', 'Ingrediant 2': ' 1/2 oz  Light Rum', 'Ingrediant 3': ' 1/2 oz  Vodka', 'Ingrediant 4': ' 1/2 oz  Hot Shot Tropical Fruit Liqueur', 'Ingrediant 5': ' 1 oz  7-Up', 'Ingrediant 6': ' 1 oz  each Cranberry Juice and orange juice'}"
Limey,Cocktail Classics,Combine ingredients and a half-cup of crushed ice in an electric blender. Blend at low speed and pour into champagne flute. Add a twist of lime peel.,Champagne Flute,Alcoholic,"{'Ingrediant 1': '1 oz Light Rum', 'Ingrediant 2': ' 1 oz  Lime Liqueur', 'Ingrediant 3': ' 1/2 oz  Triple Sec', 'Ingrediant 4': ' 2 oz  Lime Juice'}"
Headless Horseman,Vodka,"Pour vodka and bitters into Collins glass. Add ice, fill with ginger ale, and stir. Garnish with orange.",Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Vodka', 'Ingrediant 2': ' 3 oz  Angostura Bitters', 'Ingrediant 3': '  Orange wheel  Ginger ale'}"
Love Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Sloe gin', 'Ingrediant 2': ' 1 oz  Egg White', 'Ingrediant 3': ' 1/2 oz  Lemon Juice', 'Ingrediant 4': ' 1/2 oz  Raspberry Juice'}"
Los Angeles Cocktail,Cocktail Classics,Shake with ice and strain into sour glass.,Sour Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Juice of a Lemon', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 oz  Whole Egg', 'Ingrediant 4': ' 1/4 oz  Sweet Vermouth', 'Ingrediant 5': ' 1 1/2 oz  Blended whiskey'}"
Harvey Wallbanger,Vodka,Stir vodka and orange juice in Collins glass. Add ice and stir again. Float Galliano on top.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 4 oz  Fresh orange juice', 'Ingrediant 3': ' 1/2 oz  Galliano'}"
Lime Giant,Cocktail Classics,Put ice cubes in collins glass and add lime vodka. Fill with lemon and lime soda. Decorate with a slice of lime.,Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Lime Vodka', 'Ingrediant 2': '  Lemon-lime soda'}"
Lil Naue,Cocktail Classics,Shake with ice and strain into wine glass. Sprinkle cinnamon on top.,Red-Wine Glass,Alcoholic,"{'Ingrediant 1': '1 oz Brandy', 'Ingrediant 2': ' 1/2 oz  Port', 'Ingrediant 3': ' 1/2 oz  Apricot-Flavored Brandy', 'Ingrediant 4': ' 1 oz  Powdered Sugar', 'Ingrediant 5': ' 1 oz  Egg Yolk'}"
Harrington,Vodka,Stir with ice and strain into chilled cocktail glass. Add orange zest.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1/4 oz  Triple Sec', 'Ingrediant 3': ' 1 oz  Green Chartreuse', 'Ingrediant 4': '  Orange zest'}"
El Profesor,Brandy,Stir with ice and strain into chilled old-fashioned glass. Add lemon twist.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 oz Pisco', 'Ingrediant 2': ' 1/2 oz  Punt e Mes', 'Ingrediant 3': ' 1/2 oz  Benedictine', 'Ingrediant 4': ' 2 oz  Aromatic bitters', 'Ingrediant 5': '  Lemon twist'}"
Leap Year Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/4 oz Gin', 'Ingrediant 2': ' 1/2 oz  Orange Flavored Gin', 'Ingrediant 3': ' 1/2 oz  Sweet Vermouth', 'Ingrediant 4': ' 1/4 oz  Lemon Juice'}"
Lasky Cocktail,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Grape Juice', 'Ingrediant 2': ' 3/4 oz  Swedish Punch', 'Ingrediant 3': ' 3/4 oz  Gin'}"
Handball Cooler,Vodka,Pour vodka into ice-filled highball glass. Fill almost to top with soda water. Top with orange juice and stir. Add lime.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1/2 oz  Soda water', 'Ingrediant 3': '  Lime wedge  Orange juice'}"
Hyatt'S Jamaican Banana,Cocktail Classics,"Blend, then garnish with 2 slices banana, strawberry, and nutmeg, and serve in a large brandy snifter.",Brandy Snifter,Alcoholic,"{'Ingrediant 1': '1/2 oz Light Rum', 'Ingrediant 2': ' 1/2 oz  White creme de cacao', 'Ingrediant 3': ' 1/2 oz  Creme de banana', 'Ingrediant 4': ' 2 oz  Vanilla Ice Cream', 'Ingrediant 5': ' 1 oz  half-and-half', 'Ingrediant 6': ' 1 oz  Banana'}"
H.P.W. Cocktail,Cocktail Classics,Stir with ice and strain into cocktail glass. Add a twist of orange peel.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Dry Vermouth', 'Ingrediant 2': ' 1 1/2 oz  Sweet Vermouth', 'Ingrediant 3': ' 1 1/2 oz  Gin'}"
Hot Shot Margarita,Cocktail Classics,"Rub rim of cocktail glass with rind of lemon or lime, dip rim in salt. Shake ingredients with ice and strain into the salt-rimmed glass.",Cocktail Glass,Alcoholic,"{'Ingrediant 1': '2 oz Tequila', 'Ingrediant 2': ' 1 oz  Hot Shot Tropical Fruit Liqueur', 'Ingrediant 3': ' 1 1/2 oz  Lemon or Lime Juice'}"
The Groupie,Vodka,Muddle lemons and sugar in mixing glass. Add vodka and ice and shake. Strain into ice-filled old-fashioned glass and top with ginger beer.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '3 oz Lemon wedges', 'Ingrediant 2': ' 1/2 oz  Superfine sugar', 'Ingrediant 3': ' 2 oz  Citrus-flavored vodka', 'Ingrediant 4': '  Ginger beer'}"
Hot Brandy Flip,Cocktail Classics,"Beat egg, sugar, and brandy; pour into mug and fill with hot milk. Stir. Sprinkle nutmeg on top.",Mug,Alcoholic,"{'Ingrediant 1': '1Whole Egg', 'Ingrediant 2': ' 1 oz  Powdered Sugar', 'Ingrediant 3': ' 1 1/2 oz  Brandy', 'Ingrediant 4': '  Hot milk'}"
Grape Nehi,Vodka,Shake with ice and strain into chilled cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 oz Vodka', 'Ingrediant 2': ' 1 oz  Raspberry-flavored liqueur', 'Ingrediant 3': ' 1 oz  Fresh lemon juice'}"
Hole-In-One Cocktai,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 3/4 oz Scotch', 'Ingrediant 2': ' 3/4 oz  Vermouth', 'Ingrediant 3': ' 1/4 oz  Lemon Juice', 'Ingrediant 4': ' 1 oz  Orange Bitters'}"
Grapefruit Gimlet Royale,Vodka,Shake first four ingredients with ice and strain into chilled cocktail glass. Top with Champagne.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1 oz  Fresh grapefruit juice', 'Ingrediant 3': ' 1/4 oz  Fresh Lime Juice', 'Ingrediant 4': ' 1/4 oz  Simple Syrup', 'Ingrediant 5': ' 2 oz  Chilled Champagne'}"
Hair Raiser,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz 100-proof Vodka', 'Ingrediant 2': ' 1/2 oz  Rock and Rye', 'Ingrediant 3': ' 1 oz  Lemon Juice'}"
Green Opal,Cocktail Classics,Shake with ice and strain into cocktail glass.,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '1/2 oz Gin', 'Ingrediant 2': ' 1/2 oz  Anisette', 'Ingrediant 3': ' 1 oz  Anis'}"
Green Hornet (Dry),Cocktail Classics,"Pour lime vodka over ice cubes in a collins glass. Fill with lemon-lime soda, stir, and add a half-slice of lime.",Collins Glass,Alcoholic,"{'Ingrediant 1': '2 oz Lime Vodka', 'Ingrediant 2': ' 1 oz  Lemon-lime soda', 'Ingrediant 3': '  Powdered Sugar'}"
Green Fizz,Cocktail Classics,Shake with ice and strain into highball glass over two cubes of ice. Fill with carbonated water and stir.,Highball Glass,Alcoholic,"{'Ingrediant 1': '1 oz Powdered Sugar', 'Ingrediant 2': ' 1 oz  Egg White', 'Ingrediant 3': ' 1/2 oz  Juice of a Lemon', 'Ingrediant 4': ' 2 oz  Gin', 'Ingrediant 5': ' 1 oz  Green creme de menthe'}"
Grape Vodka Froth,Cocktail Classics,Shake with ice and strain into old-fashioned glass over ice cubes.,Old-Fashioned Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Vodka', 'Ingrediant 2': ' 1 oz  Grape Juice', 'Ingrediant 3': ' 1 oz  Egg White', 'Ingrediant 4': ' 1 oz  Lemon Juice'}"
Grapefruit Nog,Cocktail Classics,Blend all ingredients with a cup of crushed ice at low speed and pour into collins glass over ice cubes.,Collins Glass,Alcoholic,"{'Ingrediant 1': '1 1/2 oz Brandy', 'Ingrediant 2': ' 1/2 oz  Grapefruit Juice', 'Ingrediant 3': ' 1 oz  Lemon Juice', 'Ingrediant 4': ' 1 oz  Honey', 'Ingrediant 5': ' 1 oz  Whole Egg'}"
Golden Slipper,Cocktail Classics,Stir with ice and strain into cocktail glass. Float an unbroken egg yolk on top,Cocktail Glass,Alcoholic,"{'Ingrediant 1': '3/4 oz Yellow Chartreuse', 'Ingrediant 2': ' 2 oz  Apricot-Flavored Brandy'}"
Golden Freindship,Cocktail Classics,Mix equal parts in a collins glass over ice and fill with ginger ale. Garnish with an orange spiral and a cherry.,Collins Glass,Alcoholic,"{'Ingrediant 1': ' Amaretto', 'Ingrediant 2': '  Sweet Vermouth', 'Ingrediant 3': '  Light Rum'}"
